message,created_time,id
2016-02-18T13:19:43+0000,the beginning?,496852563820982_497084760464429
2016-02-18T14:15:58+0000,GOOD OBAMA IS MENTALLY ILL !!!!!!!!!!!!!!!!!!!!!!!!!!!,496852563820982_497099650462940
2016-02-19T02:37:00+0000,"Solo un ciego no mira lo que hizo hooobrama cuando comenzo , hace ya siete abriles desmamtelando la nacion !  Amen !",496852563820982_497325397107032
2016-02-19T20:08:01+0000,About Time! Go Trump!,496852563820982_497550573751181
2016-02-17T23:00:14+0000,Nice   :/,496881603818078_496929950479910
2016-02-17T23:02:53+0000,Yes,496881603818078_496930360479869
2016-02-17T23:03:20+0000,"In Donald Trump, we American voters have a thoroughbred champion. In his candidacy we have found a collective voice again. The Donald's truth trumps all of the mainstream lies. His message is BY THE PEOPLE, FOR THE PEOPLE AND OF THE PEOPLE. We Americans stand together; the inextricable bond is a formidable force. The establishment feels it. So much so that one can sense that the Washington Beltway is already quaking inside its comfort zones.",496881603818078_496930457146526
2016-02-17T23:05:24+0000,"What exactly does America get in a Donald Trump presidency? Foremost, America gets a man of his word. Think about it. It has now been about 6 months since Trump announced his quest for the Republican nomination. He has made statements of position on several issues, got immediate flack and has yet to back down. His love of this nation is too great. He’s in it too far to weaken, waver or capitulate. Donald Trump is in it to win.

His strong suit is his negotiating skills to make deals which can make America great. He is a brash patriot, an old line politician’s nightmare, a son of capitalism, a fresh approach to decades of problems, a soul of hidden compassion, a bearer of basic truths and a winner. His thought process is so far advanced beyond the average person‘s, that he is astonished when opposition, real or politically manufactured, pops up. He is already on the next third of fourth page. Trump’s IQ borders on genius and we average Americans have trouble grasping that.

It would seem that old line (the establishment) politicians of both parties would welcome an opportunity to play a positive role in dealing with this man on behalf of making this Nation a better, fairer, safer, and more unique one. If they don’t, they can count on being justifiably and rudely called out by Trump. No other candidate of either party can offer anything positive toward moving the country in the plus category. All they offer is a promise of more gridlock. Crash and burn, destroy …. more gridlock. 

It is obvious to anyone with half a brain, this country cannot continue the death spiral it has seen for the past two presidential cycles. America cannot survive its current deterioration… politically, socially, economically, militarily and culturally. Donald Trump will not reverse this deadly national trend solely by his effort, but he can be the critical catalyst and driving power that gets the ball rolling. He owes no favors to anyone other than the American people. He may well be the last great hope to not only help America to survive, but to make America great again.",496881603818078_496930697146502
2016-02-17T23:05:50+0000,My vote is for a real American president trump not a non American fraud like Obama,496881603818078_496930773813161
2016-02-17T23:07:21+0000,DT to DC!!!,496881603818078_496930927146479
2016-02-17T23:12:41+0000,TRUMP 2016! Take em to the House!,496881603818078_496932470479658
2016-02-17T23:13:23+0000,Once again TRUMP is not wrong!,496881603818078_496932567146315
2016-02-17T23:13:36+0000,I love Bozo the clown. A.k.a. Trump.,496881603818078_496932620479643
2016-02-17T23:15:31+0000,Obama is and will ever be none as the worst president that has ever cross the great American flag. There is nothing about him that says USA. He is racist and wants all Americans to be killed by Isis cause he is probably the president of there bullshit club. Fuck u Obama. Trump will make America great again. U can count on that,496881603818078_496932930479612
2016-02-17T23:26:30+0000,Obama is a lying muslim plant,496881603818078_496934537146118
2016-02-17T23:40:43+0000,WHAT in bloody damn HELL would this theropithecus know about HARD WORK ?!!,496881603818078_496936553812583
2016-02-17T23:44:38+0000,big mouth trump,496881603818078_496937057145866
2016-02-17T23:54:15+0000,Donald Trump Has My Support,496881603818078_496939633812275
2016-02-17T23:58:10+0000,Go Trump .🎩🎩,496881603818078_496940737145498
2016-02-18T00:09:45+0000,"I count 5 frauds on this page that have no dog in this fight ! It don't matter, the DONALD is the new President in 2016 ! All that oppose him has been run over by the TRUMP train !",496881603818078_496942757145296
2016-02-18T00:10:41+0000,VOTE Donald J. Trump,496881603818078_496942900478615
2016-02-18T00:20:44+0000,People voted for Obama bc they wanted a good health plan and return our troops home. ...did he no. Obama fail. He  is afraid that Trump will find out the truth of all the bs Obama did to our country.,496881603818078_496949213811317
2016-02-18T00:21:08+0000,"Obama knows nothing about hard work,,I did not vote for him cause his name sounds evil,but if he made president which is a joke,,,I want the Trump",496881603818078_496949250477980
2016-02-18T00:23:06+0000,🇺🇸Trump🇺🇸,496881603818078_496949487144623
2016-02-18T00:23:34+0000,"I bet the reality TV hosts like that. Uh, like their job may not be hard",496881603818078_496949543811284
2016-02-18T00:50:32+0000,"If Trump ran instead of Romney, obama would have been a 1 term loser.",496881603818078_496953113810927
2016-02-18T01:03:35+0000,🖕🏼Obama. All you lazy politicians fear Trump.,496881603818078_496955900477315
2016-02-18T01:10:35+0000,http://www.aol.com/article/2016/02/17/surprise-trump-falls-behind-cruz-in-national-nbc-wsj-poll/21314380/,496881603818078_496957337143838
2016-02-18T01:43:03+0000,"Trump just put him in his place!  Obama really should keep his mouth shut about anybody running for president since he has been the most divisive, incompetent president in history!  👎
Trump 2016 🇺🇸",496881603818078_496966110476294
2016-02-17T22:30:13+0000,who else loves it,496851487154423_496924677147104
2016-02-17T22:33:11+0000,"Beware Washington Beltway, your time at the top of the moneyed/power pyramid is OVER! The same can be said for all the crooked lobbyists and their lamestream media supporters. In desperation they may create unspoken acts of terror in the United States to stop the imminent election of Donald Trump as President. The American way of life, what is left of it, is at stake, this is no joke. Vigilance and the support of each American who values their way of life and the future of America is crucial in the election of the only man not owned and truly loves his country, Donald Trump, 45th President of the United States of America!",496851487154423_496925030480402
2016-02-17T22:33:55+0000,"Whoa, nice ending.....",496851487154423_496925107147061
2016-02-17T22:40:20+0000,,496851487154423_496926033813635
2016-02-17T22:40:33+0000,,496851487154423_496926067146965
2016-02-17T22:46:18+0000,"Smart Americans are tired of worthless politicians who are puppets to their donors go Donald 
The Trump Army",496851487154423_496926850480220
2016-02-17T22:46:44+0000,"Sounds good to me. Well done sir, well done.",496851487154423_496926907146881
2016-02-17T22:50:32+0000,Great we need more.  God Bless all snipers and keep watch over you,496851487154423_496927493813489
2016-02-17T22:53:37+0000,Now that shot should be on FB and all stations for all the shitbags to see what they face,496851487154423_496928353813403
2016-02-17T23:44:32+0000,Watch your tone Donald....,496851487154423_496937033812535
2016-02-18T00:05:10+0000,Congratulations to the Brit.,496851487154423_496942197145352
2016-02-18T00:19:02+0000,Will probably be charged with murder by the Obama administration,496851487154423_496948090478096
2016-02-18T00:56:05+0000,"I'll bet more than a few wannabes lost their lunch,",496851487154423_496953820477523
2016-02-18T02:00:18+0000,School is out early today.,496851487154423_496968697142702
2016-02-18T02:14:15+0000,This is the perfect definition of Karma .... Lmao,496851487154423_496971540475751
2016-02-18T02:29:40+0000,"One shot,one kill,
No luck, all skill.

Way to send Brit... Way to go.. !",496851487154423_496973793808859
2016-02-18T06:42:13+0000,Kill them all,496851487154423_497010227138549
2016-02-18T11:21:19+0000,"Way to go proud of snipers, good job, keep up the good work, God Bless and watch over you",496851487154423_497057007133871
2016-02-18T16:29:59+0000,Best news I have heard,496851487154423_497138797125692
2016-02-18T21:54:37+0000,Way to go Brit,496851487154423_497265903779648
2016-02-20T00:37:02+0000,GREAT,496851487154423_497606517078920
2016-02-17T22:00:33+0000,Sweet :),496880433818195_496919507147621
2016-02-17T22:03:44+0000,DT to DC!!!,496880433818195_496920107147561
2016-02-17T22:05:15+0000,"I have no liking for either Clinton, but this is rude.",496880433818195_496920690480836
2016-02-17T22:07:08+0000,"Beware Washington Beltway, your time at the top of the moneyed/power pyramid is OVER! The same can be said for all the crooked lobbyists and their lamestream media supporters. In desperation they may create unspoken acts of terror in the United States to stop the imminent election of Donald Trump as President. The American way of life, what is left of it, is at stake, this is no joke. Vigilance and the support of each American who values their way of life and the future of America is crucial in the election of the only man not owned and truly loves his country, Donald Trump, 45th President of the United States of America!",496880433818195_496920960480809
2016-02-17T22:09:18+0000,I'm following Donald Trump into the Promised Land!!! GDT!!!,496880433818195_496921193814119
2016-02-17T22:10:30+0000,HELL YES,496880433818195_496921313814107
2016-02-17T22:10:43+0000,"MARCO RUBIO VOTE NAY }Nov. 18, 2014 S 2685 USA FREEDOM Act of 2014 Cloture Not Invoked - Senate
(58 - 42) Nay",496880433818195_496921357147436
2016-02-17T22:11:21+0000,,496880433818195_496921483814090
2016-02-17T22:12:45+0000,clinton is an ass..,496880433818195_496921737147398
2016-02-17T22:15:15+0000,,496880433818195_496922243814014
2016-02-17T22:46:55+0000,,496880433818195_496926927146879
2016-02-17T22:48:28+0000,Delusional!!!!,496880433818195_496927147146857
2016-02-17T22:59:53+0000,Just a bunch idiots would vote for a Clinton !,496880433818195_496929913813247
2016-02-17T23:01:35+0000,Clinton's brain is between his legs TRUMP ALL THE WAY TO THE WHITE HOUSE 2016,496880433818195_496930137146558
2016-02-17T23:14:53+0000,TRUMP 2016! Take em to the house!,496880433818195_496932803812958
2016-02-17T23:35:17+0000,Traitor CLINTON'S,496880433818195_496935860479319
2016-02-17T23:41:22+0000,To bad Bill Clintons nose isn't a penis because with as many lies as he has told he could work in the porn industry.,496880433818195_496936627145909
2016-02-18T00:13:29+0000,"Hillary lmao, PASS",496880433818195_496943440478561
2016-02-18T00:18:05+0000,"I'll follow Moses, no to more Obama bs...no hillary, TRUMP ALL THE WAY",496880433818195_496947200478185
2016-02-18T00:22:00+0000,dont vote for trump,496880433818195_496949370477968
2016-02-18T00:43:44+0000,Trump 2016,496880433818195_496951990477706
2016-02-18T01:10:52+0000,http://www.aol.com/article/2016/02/17/surprise-trump-falls-behind-cruz-in-national-nbc-wsj-poll/21314380/,496880433818195_496957380477167
2016-02-18T01:28:03+0000,"Bill your foundation is being investigated, I wouldn't be bragging to much on that score. Plus, I read and listened to the Clinton Chronicles that was enlightening to say the least of what a POS you and Hillary are. Your nothing but a perverted old man now. I hope more of the women you and hillary threatened to keep quiet come forward. You are and were a disgrace to this country.",496880433818195_496963930476512
2016-02-18T03:17:31+0000,Bill Clinton is a sex offender,496880433818195_496980803808158
2016-02-18T03:18:11+0000,,496880433818195_496980870474818
2016-02-17T21:30:42+0000,who else loves it,496914850481420_496914880481417
2016-02-17T21:31:26+0000,,496849487154623_496914980481407
2016-02-17T21:33:17+0000,Is he on vacation again?,496849487154623_496915257148046
2016-02-17T21:34:40+0000,"WE,the people have had enough of your stupid shit obummer,GO THE PHUK AWAY!!",496849487154623_496915493814689
2016-02-17T21:34:51+0000,"Anything that comes from Obama's mouth sounds like, Blah blah blah! >:(",496849487154623_496915517148020
2016-02-17T21:44:18+0000,No let's remove Obama 🖕,496849487154623_496916773814561
2016-02-17T21:44:36+0000,"In Donald Trump, we American voters have a thoroughbred champion. In his candidacy we have found a collective voice again. The Donald's truth trumps all of the mainstream lies. His message is BY THE PEOPLE, FOR THE PEOPLE AND OF THE PEOPLE. We Americans stand together; the inextricable bond is a formidable force. The establishment feels it. So much so that one can sense that the Washington Beltway is already quaking inside its comfort zones.",496849487154623_496916793814559
2016-02-17T21:46:11+0000,"He is the best dancer in the world, at least when it comes to the subject!!!",496849487154623_496917143814524
2016-02-17T21:49:33+0000,"Obama has proven to be incompetent over and over, and Congress don't have the balls to do anything about it!",496849487154623_496917640481141
2016-02-17T21:51:42+0000,lol he doesn't like being confronted with his past!  I can't wait until he is gone!,496849487154623_496917953814443
2016-02-17T21:54:52+0000,,496849487154623_496918470481058
2016-02-17T21:59:02+0000,🇺🇸Trump🇺🇸,496849487154623_496919273814311
2016-02-17T22:02:22+0000,BAM 💥,496849487154623_496919860480919
2016-02-17T22:05:17+0000,OBAMA IS MENTALLY ILL !!!!!!!!!!!!!!!!!!!!!!!!!!,496849487154623_496920710480834
2016-02-17T22:11:03+0000,fuck you,496849487154623_496921413814097
2016-02-17T22:11:47+0000,,496849487154623_496921527147419
2016-02-17T22:13:03+0000,"MARCO RUBIO VOTE NAY }Nov. 18, 2014 S 2685 USA FREEDOM Act of 2014 Cloture Not Invoked - Senate
(58 - 42) Nay",496849487154623_496921793814059
2016-02-17T22:22:53+0000,Haha! Keep asking him.,496849487154623_496923343813904
2016-02-17T22:24:00+0000,"what he is saying is my SHEEP DON'T CARE.....

WHAT DIFFERENCE DOES IT MAKE AT THIS TIME!!!",496849487154623_496923477147224
2016-02-17T22:34:50+0000,"He the Supreme Court judge that past away will be replace for Hillary  or Sanders the one that coming after ur guns if Hillary gets it she will change the 1 st. 2   Of ur  adm/ rights, for every body Sanders will be the same an trump just blowing a lot of hot air , but u know it doesn't matter who gets to be President he or she just will pick up were Obama left off the forerunner of the devil . American won't u wake up it's coming the N. World. Order. To get control of people many will fall in the ways of the devil and follow him the devil. Moe.",496849487154623_496925237147048
2016-02-17T22:36:26+0000,He didn't answer the question !!,496849487154623_496925540480351
2016-02-17T22:41:55+0000,"What about you doing your job , according to constitution , but you like to do it your way ! Your getting ready to be history nobody wants to remember !!!!",496849487154623_496926227146949
2016-02-17T22:42:27+0000,"This Mr Antonin Scalia's replacement SEAT  cannot be a "" GOOD SEAT""
You either be ""PUPPET""  'cos Obama
is your ""PUPPETEER"" followed by Scalia's 
fouled play too.",496849487154623_496926340480271
2016-02-17T22:44:00+0000,Liberals should be banned from voting for anything they are too goddamn stupid,496849487154623_496926523813586
2016-02-17T22:51:23+0000,Maranun 7 am la mako,496849487154623_496927713813467
2016-02-17T22:53:06+0000,If something happens to the reporter you will know why.,496849487154623_496928253813413
2016-02-17T21:00:19+0000,anyone else  adore  this post as much as i do  :p,496851857154386_496910233815215
2016-02-17T21:07:19+0000,I think is it is funny how Facebook will allow some articles to read for Certain Canidates but not for Donald Trump!  Now why in the world would you not let everyone read the postive??? UGH. They are against You Donald...But we the people are for you!!!!,496851857154386_496911470481758
2016-02-17T21:07:50+0000,Love it !!!!,496851857154386_496911537148418
2016-02-17T21:07:50+0000,Many stories like this,496851857154386_496911543815084
2016-02-17T21:10:39+0000,Go Trump.,496851857154386_496912033815035
2016-02-17T21:20:30+0000,We Need Trump New Blood,496851857154386_496913340481571
2016-02-17T21:26:31+0000,Good heart,496851857154386_496914147148157
2016-02-17T21:30:53+0000,Good man. Trump2016,496851857154386_496914903814748
2016-02-17T21:40:52+0000,Good guy thanks for being so generous,496851857154386_496916360481269
2016-02-17T21:43:49+0000,"a columnist for the Atlanta Journal-Constitution recalled the tough time for farmers: “It happened in 1986, in the midst of the worst farm crisis since the Great Depression. In Burke County, on Georgia’s eastern border, farm after farm was folding.”

At the last minute, Trump surprised the struggling farm family and stepped in, paying off the remaining mortgage, Sharp told the rally. That allowed the home and farm to remain in the family that had owned it for more than a century.",496851857154386_496916697147902
2016-02-17T21:48:02+0000,Facebook is owned by Zuckerberg! He's Liberal!,496851857154386_496917433814495
2016-02-17T21:54:43+0000,"Beware Washington Beltway, your time at the top of the moneyed/power pyramid is OVER! The same can be said for all the crooked lobbyists and their lamestream media supporters. In desperation they may create unspoken acts of terror in the United States to stop the imminent election of Donald Trump as President. The American way of life, what is left of it, is at stake, this is no joke. Vigilance and the support of each American who values their way of life and the future of America is crucial in the election of the only man not owned and truly loves his country, Donald Trump, 45th President of the United States of America!",496851857154386_496918457147726
2016-02-17T21:59:56+0000,🇺🇸Trump🇺🇸,496851857154386_496919403814298
2016-02-17T22:12:11+0000,,496851857154386_496921637147408
2016-02-17T22:26:41+0000,Trump is a Great Man! He will be a Great President!!,496851857154386_496923873813851
2016-02-17T22:40:36+0000,"Trump is a good man - the real deal!  He has compassion for people.  He also believes in America and knows what has to be done to clean up the rotten mess we now find ourselves in.  He's a leader and someone who actually will do something rather than just talk about it.  Do any of you remember the ""Hope & Change"" Obama promised America?  Well we're finally going to see it with Trump!!  🇺🇸",496851857154386_496926080480297
2016-02-17T22:40:55+0000,thats what our country needs as president. someone that does care. not someone that just says they care. trump does care and trump will be a great president. probably just as great as president george washington. and president Abraham lincoln.,496851857154386_496926117146960
2016-02-17T23:13:59+0000,TRUMP 2016! Take em to the house!,496851857154386_496932700479635
2016-02-17T23:53:28+0000,"And no, Mr Trump did not use eminent domain to bulldoze a little old lady's house so he could build a parking lot next to one of his hotels. He offered her $5m for her property and she refused, so he built the parking lot around her house. That house is still standing. Her family wanted to sell the house now and could only get $350K for it. That woman would've been set for life with Mr Trump's generous offer but she refused and ended up in a nursing home. So Cruz lies and says Mr. Trump took away the lady's house and tore it down, when it is still standing. Vote #Trump The Common Sense Conservative Candidate!",496851857154386_496939500478955
2016-02-18T00:15:09+0000,VOTE Donald J. Trump,496851857154386_496944043811834
2016-02-18T00:19:54+0000,trump is a scumbag,496851857154386_496948900478015
2016-02-18T00:32:54+0000,You have the heart of a lion Mr. Trump.,496851857154386_496950640477841
2016-02-18T01:11:04+0000,http://www.aol.com/article/2016/02/17/surprise-trump-falls-behind-cruz-in-national-nbc-wsj-poll/21314380/,496851857154386_496957413810497
2016-02-18T03:33:31+0000,"Donald J. Trump, The only one for American People !!!! (My opinion only)No More Ted, We don't need Bernie, Drop out Rubio, Move over Hillary, Take and Bow out now Kasich,We don't need a Bush! Donald is in.We need a President who Loves America and it's People, Donald J. Trump for President ,All the Way.Watch out when he steps up to Batters Box !!",496851857154386_496982923807946
2016-02-18T14:14:00+0000,GO TRUMP!!!!!!!,496851857154386_497099140462991
2016-02-17T20:30:24+0000,Cool !post thanks :\,496842220488683_496899597149612
2016-02-17T20:43:57+0000,He was murdered. Believed it from very first announcement of his death. No two ways about it. Prayers for justice to prevail.,496842220488683_496902463815992
2016-02-17T20:45:00+0000,Rip,496842220488683_496902633815975
2016-02-17T20:48:01+0000,unless a hospice death with a RN to pronounce a unattended death in Texas should have an officer called and a JP to come to the scene..this is just criminal what they did,496842220488683_496908220482083
2016-02-17T20:49:35+0000,Let's guess Obama and poindexter,496842220488683_496908517148720
2016-02-17T20:51:01+0000,I thought something was fishy from the start it wouldn't surprise me,496842220488683_496908873815351
2016-02-17T20:51:28+0000,"Mike, any thoughts?",496842220488683_496908937148678
2016-02-17T21:09:36+0000,who the fuck is that fatty guy,496842220488683_496911887148383
2016-02-17T21:20:34+0000,Why did they not do an autopsy thats weird,496842220488683_496913357148236
2016-02-17T21:54:18+0000,"Beware Washington Beltway, your time at the top of the moneyed/power pyramid is OVER! The same can be said for all the crooked lobbyists and their lamestream media supporters. In desperation they may create unspoken acts of terror in the United States to stop the imminent election of Donald Trump as President. The American way of life, what is left of it, is at stake, this is no joke. Vigilance and the support of each American who values their way of life and the future of America is crucial in the election of the only man not owned and truly loves his country, Donald Trump, 45th President of the United States of America!",496842220488683_496918380481067
2016-02-17T22:06:48+0000,Autopsy!!!,496842220488683_496920910480814
2016-02-17T22:10:30+0000,I think he was and I think they dont want to do an autopsy for reasons of having to say what he died from ........something smells!,496842220488683_496921307147441
2016-02-17T22:10:45+0000,NO..we DO NOT want a Warren-like investigation of Justice Scalia's death since the Warren Commission was an obvious cover-up...we want an INDEPENDENT INVESTIGATION ..not some politicians and the corrupt DOJ/FBI.,496842220488683_496921367147435
2016-02-17T22:29:04+0000,THE SCUMBAGS DO NOT WANT YOU TO READ THIS   THEY HAVE LOCKED ME UP 3 TIMES SO FAR !,496842220488683_496924550480450
2016-02-17T22:32:27+0000,JUST HAPPEND AGAIN THEY HAVE NO RIGHT TO DO THIS   BUNCH OF     ASSHOLES !,496842220488683_496924963813742
2016-02-17T22:32:58+0000,Wow!,496842220488683_496925010480404
2016-02-17T22:41:17+0000,His family decided no autopsy!,496842220488683_496926177146954
2016-02-17T22:42:29+0000,This is I believe the most corrupt Government in play in my lifetime. Both sides are playing for one team.,496842220488683_496926350480270
2016-02-17T22:55:12+0000,It's sad that no investigation was done before he was moved. Very odd he would be at the ranch of an Obama supporter. Did not know that. I want to know who else was at the ranch at that time.,496842220488683_496928647146707
2016-02-17T23:10:03+0000,"Yes, I Did find it suspicious. 
In fact, I heard he was found laying on his back in bed with a pillow over his face.",496842220488683_496932220479683
2016-02-17T23:16:24+0000,Also remember..obama is NOT as smart as he thinks he is...he thinks he so clever that no one would ever suspect his hand in this...in other words...he thinks WE ARE STUPID....,496842220488683_496933003812938
2016-02-17T23:21:22+0000,How can an FBI  agent declare natural causes?  Wtf!,496842220488683_496933860479519
2016-02-17T23:24:04+0000,Something just seems not quite right here. The truth will prevail.,496842220488683_496934237146148
2016-02-17T23:40:42+0000,The very first moment I heard it I knew that he had been murdered by the Democrats,496842220488683_496936540479251
2016-02-17T23:45:37+0000,"I want to know how the hell another judge signs his death certificate and cause of death. Can't be done. That other judge has no idea how to know what would cause of death would be. So right there that is against the law. Plus, why a pillow over his head? To many unanswered questions and now will probably never know. But, sure sounds like Clintons handy work, If you don't believe go read the Clinton Chronicles.",496842220488683_496937240479181
2016-02-17T20:00:54+0000,I always love everything like this,496846950488210_496894633816775
2016-02-17T20:04:20+0000,,496846950488210_496895423816696
2016-02-17T20:18:37+0000,"Beware Washington Beltway, your time at the top of the moneyed/power pyramid is OVER! The same can be said for all the crooked lobbyists and their lamestream media supporters.",496846950488210_496897903816448
2016-02-17T20:29:17+0000,Montel Williams is and will always be tool,496846950488210_496899380482967
2016-02-17T20:37:29+0000,Go TRUMP!!! 2016,496846950488210_496900473816191
2016-02-17T20:42:48+0000,"obama is saying Trump will not be President. Best double up on Security, These Demon cratic killers are capable of anything.",496846950488210_496902353816003
2016-02-17T20:46:02+0000,Obama is destructive! Vote Trump 2016 🇱🇷,496846950488210_496902837149288
2016-02-17T21:56:20+0000,"I see it perfectly, there are no good politicians. There all liars.",496846950488210_496918793814359
2016-02-17T22:07:06+0000,OBAMA IS MENTALLY ILL !!!!!!!!!!!!!!!!!!!!!!!!,496846950488210_496920940480811
2016-02-17T22:23:01+0000,"Why all he said was it was ""pretty unusual"" when asked what he thought about him being found dead with a pillow over his head, same thing said by many before him",496846950488210_496923367147235
2016-02-17T23:04:30+0000,"#trump2016 The Trump Train is on the move.  It will soon be in your state.  Our ground crews are the BEST Volunteers out there who believe Donald Trump will ""Make America Great Again"".  I have never wavered  in my support for him.  I met Mr. Trump in Raleigh and it solidified my belief that he will truly lead our Nation back to greatness.  It is up to us to get out the VOTE.  Lead Donald Trump to a WIN in all 50 States.  RIP Judge Scalia.",496846950488210_496930607146511
2016-02-17T23:15:52+0000,TRUMP 2016! Take em to the house!,496846950488210_496932957146276
2016-02-18T14:07:33+0000,Five words to explain the three words said that two words couldn't do. Click here for the word of the day that four words could say in six.,496846950488210_497097957129776
2016-02-19T01:48:05+0000,"It looks like a duck to me, buddy",496846950488210_497315393774699
2016-02-19T02:23:52+0000,Please please do not underestimate the influence the Pope have over the Catholic population this could hurt your campaign you know better ! I hope you can resolve this issue   as quickly as possible Thank you,496846950488210_497323137107258
2016-02-17T19:30:11+0000,Awesome  very informative :\,496879927151579_496887123817526
2016-02-17T19:37:33+0000,Considering they just bombed in syria i would have no doubt that Russia did this!,496879927151579_496888213817417
2016-02-17T19:54:13+0000,"Political correctness is running rampant, and it is absolutely destroying this nation.
If you say the “wrong thing” in America today, you could be penalized, fired or even taken to court.
Every single day, the mainstream media in the United States bombards us with subtle messages about what we should believe and what “appropriate speech” consists of.

Most of the time, most Americans quietly fall in line with this unwritten speech code.In fact, most of the time we enforce this unwritten speech code among each other. Those that would dare to buck the system are finding out that the consequences can be rather severe.
American’s are succumbing to reduced language created by the totalitarian state as a tool to limit free thought, and concepts that pose a threat to the regime such as freedom, self-expression, individuality, peace, etc. Soon any form of thought alternative to the party’s construct will be classified as ‘thought crime.’”
Donald Trump does NOT play this game. Donald Trump knows the perpetrators and is out to take America Back and the perps hate him more than ever for foiling the plot. It is time we American’s stop letting the media choose our President and way of life.
Donald Trump is Good for All Americans, Democrat, Republican, Ect. Heal America, Unite America, Vote Donald Trump, President!",496879927151579_496890903817148
2016-02-17T20:04:45+0000,For the ones that don't read the article car bomb hit a bus with soldiers in it in Turkey and all i got to say is how you like your Isis buddies now Turkey ?,496879927151579_496895473816691
2016-02-17T19:00:09+0000,anyone else  adore this  as much as me  :p,496846463821592_496880513818187
2016-02-17T19:07:19+0000,I'd like to know where all the Killary and Bernie supporters get their kool-aid. Maybe if we stop it at the source the disease of that mindset will die.,496846463821592_496882163818022
2016-02-17T19:07:43+0000,Certainly a plant to gain PR for his wife. The voters arent stupid we see the dirty work at hand.,496846463821592_496882270484678
2016-02-17T19:10:08+0000,#TRUMPFORPRESIDENT,496846463821592_496882553817983
2016-02-17T19:17:13+0000,WHY IN THE WORLD WOULD ANYBODY LISTEN TO THIS CHILD ABUSER,496846463821592_496883663817872
2016-02-17T19:18:45+0000,HILLARY FOR JAIL BENNIE OLD PEOPLE HOME SIR Donald Trump For President,496846463821592_496883850484520
2016-02-17T19:20:54+0000,Latinos for TRUMP!!!!!,496846463821592_496884320484473
2016-02-17T19:24:21+0000,HA HA GOD BLESS HIM ABOUT TIME SOME ONE  LET  THE CLINTON HOW WE FEEL ABOUT THEM,496846463821592_496884893817749
2016-02-17T19:26:15+0000,"LMAO, I saw this....and all I thought was ""Yep, I'm following Moses, then"" Bill's Killary's worst spokesperson, roflmao!!",496846463821592_496885803817658
2016-02-17T19:30:56+0000,Trump2016!!!! Almost there,496846463821592_496887227150849
2016-02-17T19:31:27+0000,"Follow Trump to the promise land, or follow Hilary to hell? Hmmmm. I think Bill was campaigning for Trump. #TRUMP",496846463821592_496887307150841
2016-02-17T19:49:55+0000,"He was a plant, the Clinton rebuttal remark was too well planned out. This was why the protestor was not escorted out.",496846463821592_496890140483891
2016-02-17T19:52:32+0000,HELL YES,496846463821592_496890567150515
2016-02-17T19:53:40+0000,LIKE HE SAID TRUMP BOUGHT HIM SO I GUESS TRUMP RIGHT ABOUT ALL THE THINGS HE SAID ABOUT THIS GUYS,496846463821592_496890793817159
2016-02-17T20:00:06+0000,LOL what a weenie Bill is!!,496846463821592_496893490483556
2016-02-17T20:01:02+0000,I can care less what Bill or Hillary have to say! They both need to GO!,496846463821592_496894730483432
2016-02-17T20:11:01+0000,Plant...,496846463821592_496896580483247
2016-02-17T20:21:02+0000,,496846463821592_496898270483078
2016-02-17T20:21:21+0000,,496846463821592_496898347149737
2016-02-17T20:21:31+0000,,496846463821592_496898393816399
2016-02-17T20:22:13+0000,The Clinton's are a disgrace. Mocking Moses is a no no. God's wrath on them. !,496846463821592_496898500483055
2016-02-17T20:41:22+0000,Trump 2016 🇱🇷,496846463821592_496902177149354
2016-02-17T21:18:41+0000,Trump for president,496846463821592_496913103814928
2016-02-17T21:24:11+0000,No More Clintons or Bushes in the White House! Vote for Trump and join the Revolution that can't be Stopped!!,496846463821592_496913707148201
2016-02-17T21:25:16+0000,Yes. However I think Bernie might get the nomination,496846463821592_496913973814841
2016-02-17T18:30:21+0000,who else really gets it ?,496841423822096_496874437152128
2016-02-17T18:39:39+0000,Mr. Trump you and your family need to beef up your security......,496841423822096_496875973818641
2016-02-17T18:41:34+0000,Jimmy leatherman,496841423822096_496876333818605
2016-02-17T18:47:35+0000,"America is in trouble, we need Trump",496841423822096_496877840485121
2016-02-17T18:48:58+0000,"This wouldn't be the first conspiracy theory to come out of Texas! Praying for your safety, Donald J. Trump. Our country needs you!",496841423822096_496878367151735
2016-02-17T18:51:34+0000,You watch there will be more,496841423822096_496878917151680
2016-02-17T18:57:07+0000,Ask Hillary-what difference does it make,496841423822096_496879917151580
2016-02-17T18:59:16+0000,Where did president Kennedy died?,496841423822096_496880333818205
2016-02-17T19:22:50+0000,Regardless of whether there is a conspiracy or not...an autopsy should be performed!,496841423822096_496884743817764
2016-02-17T19:29:56+0000,Never doubted,496841423822096_496887073817531
2016-02-17T19:37:56+0000,I think This was an assassination.. Please don't let this wonderful conservative Justice die in vain. There are too many questions that can never be answered now but we can not let this be forgotten,496841423822096_496888280484077
2016-02-17T19:44:11+0000,"If Obama was found in the same circumstances, you can bet your assistance there would of been an autopsy! WTF?",496841423822096_496889133817325
2016-02-17T19:47:55+0000,"Beware Washington Beltway, your time at the top of the moneyed/power pyramid is OVER! The same can be said for all the crooked lobbyists and their lamestream media supporters.",496841423822096_496889757150596
